"name","ppd","level","category","code","address","postcode","city","state","longitude","latitude"
"SEKOLAH JENIS KEBANGSAAN (CINA) YEONG SENG","PPD BAGAN DATUK","Rendah","SJKC","ABCB001","BATU 10, JENDARATA","36400","HUTAN MELINTANG","PERAK","100.945371","3.913763"
"SEKOLAH JENIS KEBANGSAAN (CINA) POOI SENG","PPD BAGAN DATUK","Rendah","SJKC","ABCB002","BATU 13","36400","HUTAN MELINTANG","PERAK","100.902336","3.892379"
"SEKOLAH JENIS KEBANGSAAN (CINA) POOI AING","PPD BAGAN DATUK","Rendah","SJKC","ABCB003","PARIT 7","36300","SUNGAI SUMUN","PERAK","100.853883","3.891486"
"SEKOLAH JENIS KEBANGSAAN (CINA) KEOW MIN","PPD BAGAN DATUK","Rendah","SJKC","ABCB004","JALAN TEPI SUNGAI","36400","HUTAN MELINTANG","PERAK","100.930778","3.873982"
"SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN","PPD BAGAN DATUK","Rendah","SJKC","ABCB005","SUNGAI TIANG","36200","SELEKOH","PERAK","100.713653","3.908755"
"SEKOLAH JENIS KEBANGSAAN (CINA) CHONG SAN","PPD BAGAN DATUK","Rendah","SJKC","ABCB006","SUNGAI BURUNG","36100","BAGAN DATOH","PERAK","100.708308","3.976254"
"SEKOLAH JENIS KEBANGSAAN (CINA) HWA NAN","PPD BAGAN DATUK","Rendah","SJKC","ABCB007","BATU 23","36200","SELEKOH","PERAK","100.770513","3.907340"
"SEKOLAH JENIS KEBANGSAAN (CINA) HUA HSIA","PPD BAGAN DATUK","Rendah","SJKC","ABCB008","JALAN PASAR, BAGAN DATOH","36100","BAGAN DATOH","PERAK","100.785163","3.989119"
"SEKOLAH JENIS KEBANGSAAN (CINA) YEE HWA","PPD BAGAN DATUK","Rendah","SJKC","ABCB009","SUNGAI BELUKANG","36200","SELEKOH","PERAK","100.741402","3.865931"
"SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG TIGA","PPD BAGAN DATUK","Rendah","SJKC","ABCB010","BATU 24, SIMPANG 3, JALAN BAGAN DATOH","36100","BAGAN DATOH","PERAK","100.776274","3.932895"
"SEKOLAH JENIS KEBANGSAAN (CINA) BAGAN PASIR LAUT","PPD BAGAN DATUK","Rendah","SJKC","ABCB011","JALAN BARU BAGAN PASIR LAUT","36200","SELEKOH","PERAK","100.818356","3.860158"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) TAPAH","PPD BATANG PADANG","Rendah","SJKT","ABD0073","JALAN DATO'  PONNUSAMY PILLAI","35000","TAPAH","PERAK","101.264119","4.194475"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KHIR JOHARI","PPD BATANG PADANG","Rendah","SJKT","ABD0074","TAPAH ROAD","35400","TAPAH ROAD","PERAK","101.197991","4.176747"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) TUN SAMBANTHAN","PPD BATANG PADANG","Rendah","SJKT","ABD0075","JALAN SUNGKAI","35500","BIDOR","PERAK","101.289169","4.107362"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) BHARATHY","PPD BATANG PADANG","Rendah","SJKT","ABD0076","JALAN PASAR","35300","CHENDERIANG","PERAK","101.237616","4.265590"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) SUNGKAI","PPD BATANG PADANG","Rendah","SJKT","ABD0077","PEKAN SUNGKAI","35600","SUNGKAI","PERAK","101.309874","3.998189"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG TONG WAH","PPD BATANG PADANG","Rendah","SJKT","ABD0081","LADANG TONG WAH","35000","TAPAH","PERAK","101.251088","4.234965"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BIDOR TAHAN","PPD BATANG PADANG","Rendah","SJKT","ABD0082","LADANG BIDOR TAHAN","35500","BIDOR","PERAK","101.284699","4.089749"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BIKAM","PPD BATANG PADANG","Rendah","SJKT","ABD0083","PETI SURAT N0.17","35600","SUNGKAI","PERAK","101.298316","4.047721"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SUNGAI KRUIT","PPD BATANG PADANG","Rendah","SJKT","ABD0084","LOT 4857, LADANG SUNGAI KRUIT","35600","SUNGKAI","PERAK","101.338778","3.988633"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SUNGKAI","PPD BATANG PADANG","Rendah","SJKT","ABD0086","LADANG SUNGKAI","35600","SUNGKAI","PERAK","101.329935","3.961192"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KELAPA BALI","PPD BATANG PADANG","Rendah","SJKT","ABD0089","LADANG KELAPA BALI","35800","SLIM RIVER","PERAK","101.355516","3.835151"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BANOPDANE","PPD BATANG PADANG","Rendah","SJKT","ABD0106","BATU 4, JALAN TELUK INTAN","35500","BIDOR","PERAK","101.254860","4.094454"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) MAHA GANESA VIDDYASALAI","PPD MANJUNG","Rendah","SJKT","ABD1073","KAMPUNG SELAMAT","32000","SITIAWAN","PERAK","100.698039","4.213932"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) PANGKOR","PPD MANJUNG","Rendah","SJKT","ABD1075","JALAN PANGKOR","32300","PANGKOR","PERAK","100.574911","4.222181"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) PENGKALAN BARU","PPD MANJUNG","Rendah","SJKT","ABD1077","PENGKALAN BARU","34900","PANTAI REMIS","PERAK","100.642050","4.480955"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG HUNTLY","PPD MANJUNG","Rendah","SJKT","ABD1078","LADANG HUNTLY","34900","PANTAI REMIS","PERAK","100.697790","4.431421"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SOGOMANA","PPD MANJUNG","Rendah","SJKT","ABD1079","LADANG SOGOMANA","32500","CHANGKAT KRUING","PERAK","100.694866","4.390451"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG AYER TAWAR","PPD MANJUNG","Rendah","SJKT","ABD1082","LADANG AYER TAWAR","32400","AYER TAWAR","PERAK","100.711640","4.303120"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KAMPONG TUN SAMBANTHAN","PPD MANJUNG","Rendah","SJKT","ABD1083","JALAN LADANG ULU AYER TAWAR","32400","AYER TAWAR","PERAK","100.703631","4.336969"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG CASHWOOD","PPD MANJUNG","Rendah","SJKT","ABD1084","LADANG CASHWOOD","32400","AYER TAWAR","PERAK","100.688590","4.321599"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KAMPUNG COLUMBIA","PPD MANJUNG","Rendah","SJKT","ABD1085","JALAN KAMPUNG COLUMBIA","32400","AYER TAWAR","PERAK","100.731247","4.274371"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG WALBROOK","PPD MANJUNG","Rendah","SJKT","ABD1086","LADANG WALBROOK","32000","SITIAWAN","PERAK","100.718800","4.258100"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SG WANGI II","PPD MANJUNG","Rendah","SJKT","ABD1087","JALAN BERUAS","32000","SITIAWAN","PERAK","100.712710","4.239254"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) MUKIM PUNDUT","PPD MANJUNG","Rendah","SJKT","ABD1089","KOMPLEKS SEKOLAH WAWASAN MANJUNG","32200","LUMUT","PERAK","100.652485","4.199468"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KAMPUNG KAYAN","PPD MANJUNG","Rendah","SJKT","ABD1091","KAMPUNG KAYAN","32030","SITIAWAN","PERAK","100.798046","4.044961"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) AYER TAWAR","PPD MANJUNG","Rendah","SJKT","ABD1092","JALAN BESAR AYER TAWAR","32400","AYER TAWAR","PERAK","100.754835","4.294859"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) BERUAS","PPD MANJUNG","Rendah","SJKT","ABD1093","JALAN BERUAS","32700","BERUAS","PERAK","100.766940","4.503277"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) TANJONG RAMBUTAN","PPD KINTA UTARA","Rendah","SJKT","ABD2158","JALAN STESYEN","31250","TANJONG RAMBUTAN","PERAK","101.156760","4.671155"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KERAJAAN","PPD KINTA UTARA","Rendah","SJKT","ABD2159","JALAN SUNGAI PARI","30200","IPOH","PERAK","101.067570","4.592387"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) ST PHILOMENA CONVENT","PPD KINTA UTARA","Rendah","SJKT","ABD2160","NO 45B, JALAN SILIBIN","30100","IPOH","PERAK","101.069338","4.602306"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) PERAK SANGEETHA SABAH","PPD KINTA UTARA","Rendah","SJKT","ABD2161","JALAN TUN ABDUL RAZAK","30100","IPOH","PERAK","101.070860","4.597420"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) METHODIST","PPD KINTA UTARA","Rendah","SJKT","ABD2163","JALAN MADRAS, BUNTONG","30100","IPOH","PERAK","101.060910","4.590871"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) CHETTIARS","PPD KINTA UTARA","Rendah","SJKT","ABD2164","JLN LAHAT ,IPOH","30200","IPOH","PERAK","101.073296","4.589650"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KG.SIMEE","PPD KINTA UTARA","Rendah","SJKT","ABD2166","KAMPUNG SIMEE","31400","IPOH","PERAK","101.113046","4.617455"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) GUNONG RAPAT","PPD KINTA UTARA","Rendah","SJKT","ABD2167","MAIN ROAD, GUNUNG RAPAT","31350","IPOH","PERAK","101.118710","4.573000"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) MENGLEMBU","PPD KINTA UTARA","Rendah","SJKT","ABD2168","JALAN TRANCHELL","31450","MENGLEMBU","PERAK","101.043810","4.563892"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) CHANGKAT","PPD KINTA SELATAN","Rendah","SJKT","ABD2169","JALAN CHANGKAT","31000","BATU GAJAH","PERAK","101.034913","4.475618"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) TRONOH","PPD KINTA SELATAN","Rendah","SJKT","ABD2170","JALAN BOTA","31750","TRONOH","PERAK","100.987551","4.418053"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG CHEMOR","PPD KINTA UTARA","Rendah","SJKT","ABD2173","LADANG CHEMOR","31200","CHEMOR","PERAK","101.129390","4.738150"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG CHANGKAT KINDING","PPD KINTA UTARA","Rendah","SJKT","ABD2174","LADANG CHANGKAT KINDING","31250","TANJUNG RAMBUTAN","PERAK","101.148830","4.705740"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KLEBANG","PPD KINTA UTARA","Rendah","SJKT","ABD2175","JALAN KUALA KANGSAR, IPOH","31200","CHEMOR","PERAK","101.120108","4.683972"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG STRATHISLA","PPD KINTA UTARA","Rendah","SJKT","ABD2176","HALA CHEPOR 16, TAMAN CHEPOR RAYA","31200","CHEMOR","PERAK","101.092196","4.692734"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KINTA VALLEY","PPD KINTA SELATAN","Rendah","SJKT","ABD2178","JALAN TANJUNG TUALANG","31007","BATU GAJAH","PERAK","101.046004","4.400682"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) TAMAN DESA PINJI","PPD KINTA UTARA","Rendah","SJKT","ABD2189","LAHAT","31500","LAHAT","PERAK","101.091694","4.513602"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SELINSING","PPD KRIAN","Rendah","SJKT","ABD3057","SIMPANG AMPAT","34400","SEMANGGOL","PERAK","100.659485","4.907806"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG YAM SENG","PPD KRIAN","Rendah","SJKT","ABD3058","BATU 8 JALAN KERIAN","34400","SEMANGGOL","PERAK","100.700123","4.941571"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KUALA KURAU","PPD KRIAN","Rendah","SJKT","ABD3059","JKR 410 JLN RAJA BASHAH, KUALA KURAU","34350","KUALA KURAU","PERAK","100.434028","5.018645"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) SIMPANG LIMA","PPD KRIAN","Rendah","SJKT","ABD3060","JALAN TERUSAN, SIMPANG LIMA","34200","PARIT BUNTAR","PERAK","100.490205","5.093561"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) BAGAN SERAI","PPD KRIAN","Rendah","SJKT","ABD3061","BAGAN SERAI","34300","BAGAN SERAI","PERAK","100.536320","5.011126"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) SAINT MARY'S","PPD KRIAN","Rendah","SJKT","ABD3062","KOMPLEKS SEKOLAH WAWASAN, PEKAN BARU","34200","PARIT BUNTAR","PERAK","100.494504","5.117974"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SUNGAI BOGAK","PPD KRIAN","Rendah","SJKT","ABD3064","LADANG SG BOGAK","34300","BAGAN SERAI","PERAK","100.523590","5.056304"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG GULA","PPD KRIAN","Rendah","SJKT","ABD3066","LADANG GULA","34350","KUALA KURAU","PERAK","100.467564","4.956176"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG CHERSONESE","PPD KRIAN","Rendah","SJKT","ABD3067","LADANG CHERSONESE","34350","KUALA KURAU","PERAK","100.442362","4.991251"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JIN SENG","PPD KRIAN","Rendah","SJKT","ABD3068","LADANG JIN SENG, BATU 4, JLN SIAKAP","34350","KUALA KURAU","PERAK","100.470371","4.956041"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SOON LEE","PPD KRIAN","Rendah","SJKT","ABD3069","LADANG SOON LEE","34300","BAGAN SERAI","PERAK","100.523353","5.013266"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) ARUMUGAM PILLAI","PPD KRIAN","Rendah","SJKT","ABD3070","MATANG PASIR, ALOR PONGSU","34300","BAGAN SERAI","PERAK","100.600524","5.081222"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KALUMPONG","PPD KRIAN","Rendah","SJKT","ABD3071","LADANG KALUMPONG","34300","BAGAN SERAI","PERAK","100.539760","4.968870"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG GEDONG","PPD KRIAN","Rendah","SJKT","ABD3072","LADANG GEDONG SUNGAI GEDONG","34300","BAGAN  SERAI","PERAK","100.603972","4.974261"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) GANDHI MEMORIAL","PPD KUALA KANGSAR","Rendah","SJKT","ABD4109","14 JALAN DATO SAGOR","33000","KUALA KANGSAR","PERAK","100.936196","4.770877"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) MAHATHMA GANDHI KALASALAI","PPD KUALA KANGSAR","Rendah","SJKT","ABD4110","JALAN BESAR KUALA KANGSAR","31100","SUNGAI SIPUT (U)","PERAK","101.076391","4.818527"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SUNGAI BIONG","PPD KUALA KANGSAR","Rendah","SJKT","ABD4111","LADANG SUNGAI BIONG","33500","SAUK","PERAK","100.953800","4.938770"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KATI","PPD KUALA KANGSAR","Rendah","SJKT","ABD4112","LADANG KATI","33500","SAUK","PERAK","100.917317","4.921269"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG GAPIS","PPD KUALA KANGSAR","Rendah","SJKT","ABD4113","PADANG RENGAS","33700","PADANG RENGAS","PERAK","100.846322","4.769865"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG PERAK RIVER VALLEY","PPD KUALA KANGSAR","Rendah","SJKT","ABD4114","PADANG RENGAS","33700","PADANG RENGAS","PERAK","100.869758","4.780092"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) ENGGOR","PPD KUALA KANGSAR","Rendah","SJKT","ABD4115","JALAN BESAR ENGGOR","33600","KUALA KANGSAR","PERAK","100.966503","4.835013"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG CHANGKAT SALAK","PPD KUALA KANGSAR","Rendah","SJKT","ABD4116","JALAN BESAR IPOH","31050","SALAK  UTARA","PERAK","101.005363","4.854672"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) TUN SAMBANTHAN","PPD KUALA KANGSAR","Rendah","SJKT","ABD4117","LADANG SUNGAI SIPUT","31100","SUNGAI SIPUT (U)","PERAK","101.096351","4.870798"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG ELPHIL","PPD KUALA KANGSAR","Rendah","SJKT","ABD4118","LADANG ELPHIL","31100","SUNGAI SIPUT (U)","PERAK","101.100839","4.884491"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SUNGAI REYLA","PPD KUALA KANGSAR","Rendah","SJKT","ABD4119","LADANG SUNGAI REYLA","31100","SUNGAI SIPUT (U)","PERAK","101.103665","4.898040"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG DOVENBY","PPD KUALA KANGSAR","Rendah","SJKT","ABD4120","LADANG DOVENBY","31100","SUNGAI SIPUT (U)","PERAK","101.117742","4.785588"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) THIRUVALLUVAR","PPD HILIR PERAK","Rendah","SJKT","ABD5102","JALAN AH CHEONG","36000","TELUK INTAN","PERAK","101.016611","4.027364"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) SITHAMBARAM PILLAY","PPD HILIR PERAK","Rendah","SJKT","ABD5103","1132, JALAN JAWA","36000","TELUK INTAN","PERAK","101.025829","4.020413"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SELABA","PPD HILIR PERAK","Rendah","SJKT","ABD5106","JALAN CHANGKAT JONG","36000","TELUK INTAN","PERAK","101.065309","3.990271"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) DATO SITHAMBARAM PILLAY","PPD HILIR PERAK","Rendah","SJKT","ABD5107","BATU 6,KAMPUNG GLOUSTER, JALAN CHANGKAT JONG","36000","TELUK INTAN","PERAK","101.087934","4.004546"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SUSSEX","PPD HILIR PERAK","Rendah","SJKT","ABD5108","JALAN KAMPAR TELUK INTAN","36000","TELUK INTAN","PERAK","101.130017","4.003248"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) NATESA PILLAY","PPD HILIR PERAK","Rendah","SJKT","ABD5109","BATU 14, JALAN BIDOR","36020","TELUK INTAN","PERAK","101.190470","4.008185"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SUNGAI TIMAH","PPD HILIR PERAK","Rendah","SJKT","ABD5111","PETI SURAT 45","36000","TELUK INTAN","PERAK","100.992433","4.044990"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SABRANG","PPD HILIR PERAK","Rendah","SJKT","ABD5112","LADANG SABRANG","36009","TELUK INTAN","PERAK","101.001800","4.009994"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BATAK RABIT","PPD HILIR PERAK","Rendah","SJKT","ABD5113","LDG.BATAK RABIT,KM 1 JLN.KG.BANJAR","36000","TELUK INTAN","PERAK","101.010673","3.988594"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG NOVA SCOTIA 1","PPD HILIR PERAK","Rendah","SJKT","ABD5114","BATU 5, JALAN MAHARAJA LELA","36009","TELUK INTAN","PERAK","100.981485","3.968458"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG NOVA SCOTIA (2)","PPD HILIR PERAK","Rendah","SJKT","ABD5115","BATU 7 JLN HUTAN MELINTANG","36009","TELUK INTAN","PERAK","100.967989","3.943887"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG RUBANA 1","PPD HILIR PERAK","Rendah","SJKT","ABD5117","LADANG RUBANA","36009","TELUK INTAN","PERAK","100.970671","3.976339"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KAMUNTING","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6099","JALAN EXPO","34600","KAMUNTING","PERAK","100.720267","4.903906"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) YMHA","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6101","JALAN STESEN HULU","34000","TAIPING","PERAK","100.733438","4.847322"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) ST TERESA'S CONVENT","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6102","JALAN LONG JAAFAR","34000","TAIPING","PERAK","100.737110","4.846214"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) ULU SEPETANG","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6103","TAIPING","34010","TAIPING","PERAK","100.731958","4.964748"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) SELAMA","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6104","JLN SIR CHULAN","34100","SELAMA","PERAK","100.688745","5.222207"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) PONDOK TANJUNG","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6106","JALAN PONDOKLAND","34010","TAIPING","PERAK","100.724978","5.005583"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG HOLYROOD","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6107","JALAN TAMAN SUNGAI MAS","34000","TAIPING","PERAK","100.730080","4.821697"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG MALAYA","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6108","JALAN TAIPING SELAMA","34100","SELAMA","PERAK","100.697764","5.135505"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SIN WAH","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6110","JALAN LADANG SIN WAH","34600","KAMUNTING","PERAK","100.719595","4.916262"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG LAUDERDALE","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6112","MATANG","34750","TAIPING","PERAK","100.692230","4.813094"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG MATANG","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6113","LADANG MATANG","34750","MATANG","PERAK","100.686800","4.795400"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KG JEBONG LAMA","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6114","KAMPUNG JEBONG LAMA","34700","SIMPANG","PERAK","100.679526","4.837197"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KAMPONG BARU BATU MATANG","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6115","KAMPONG BARU BATU MATANG","34750","MATANG","PERAK","100.667632","4.847516"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG GETAH TAIPING","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6116","BATU 14, JALAN BRUAS","34800","TRONG","PERAK","100.710549","4.687450"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG ALLAGAR","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6117","BATU 20","34800","TRONG","PERAK","100.737629","4.598533"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG TEMERLOH","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6118","LADANG TEMERLOH","34800","TRONG","PERAK","100.696292","4.650757"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG STOUGHTON","PPD LARUT/MATANG/SELAMA","Rendah","SJKT","ABD6120","BATU KURAU","34510","BATU KURAU","PERAK","100.770384","5.106461"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KERUH","PPD HULU PERAK","Rendah","SJKT","ABD7047","JALAN BETONG","33100","PENGKALAN HULU","PERAK","101.000691","5.705661"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) GERIK","PPD HULU PERAK","Rendah","SJKT","ABD7048","JALAN SULTAN ISKANDAR","33300","GERIK","PERAK","101.127488","5.425183"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KOTA LIMA","PPD HULU PERAK","Rendah","SJKT","ABD7049","TAMAN KOTA TAMPAN","33400","LENGGONG","PERAK","100.965801","5.055581"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG GLENEALY","PPD PERAK TENGAH","Rendah","SJKT","ABD8451","JALAN TAMAN SRI ARA","32800","PARIT","PERAK","100.924435","4.465336"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SERAPOH","PPD PERAK TENGAH","Rendah","SJKT","ABD8452","LADANG SERAPOH","32810","PARIT","PERAK","100.890001","4.522260"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BULOH AKAR","PPD PERAK TENGAH","Rendah","SJKT","ABD8453","LADANG BULUH AKAR","32810","PARIT","PERAK","100.874456","4.522525"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) GOPENG","PPD KINTA SELATAN","Rendah","SJKT","ABD9001","JALAN KAMPAR","31600","GOPENG","PERAK","101.163810","4.464871"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KOTA BAHROE","PPD KINTA SELATAN","Rendah","SJKT","ABD9003","LADANG KOTA BAHROE","31600","GOPENG","PERAK","101.129115","4.425506"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) MAMBANG DIAWAN","PPD KINTA SELATAN","Rendah","SJKT","ABD9004","MAMBANG DIAWAN","31950","MAMBANG DIAWAN","PERAK","101.150641","4.270559"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) KAMPAR","PPD KINTA SELATAN","Rendah","SJKT","ABD9005","JALAN ISKANDAR","31900","KAMPAR","PERAK","101.160319","4.301089"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KAMPAR","PPD KINTA SELATAN","Rendah","SJKT","ABD9006","LADANG KAMPAR","31900","KAMPAR","PERAK","101.109451","4.269801"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) METHODIST","PPD KINTA SELATAN","Rendah","SJKT","ABD9007","MALIM NAWAR","31700","MALIM NAWAR","PERAK","101.109496","4.346798"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) SLIM RIVER","PPD MUALLIM","Rendah","SJKT","ABDA001","KAMPUNG BARU","35800","SLIM RIVER","PERAK","101.400348","3.832269"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) SLIM VILLAGE","PPD MUALLIM","Rendah","SJKT","ABDA002","SLIM VILLAGE","35800","SLIM RIVER","PERAK","101.479834","3.850517"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) TAN SRI DATO' MANICKAVASAGAM","PPD MUALLIM","Rendah","SJKT","ABDA003","JALAN KETOYONG","35900","TANJONG MALIM","PERAK","101.517739","3.686897"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) TROLAK","PPD MUALLIM","Rendah","SJKT","ABDA004","PEKAN TROLAK","35700","TROLAK","PERAK","101.375383","3.891519"
"SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG CLUNY","PPD MUALLIM","Rendah","SJKT","ABDA006","LADANG CLUNY","35800","SLIM RIVER","PERAK","101.435936","3.844959"
