"name","ppd","level","category","code","address","postcode","city","state","longitude","latitude"
"SEKOLAH KEBANGSAAN TOH TANDEWA SAKTI","PPD BATANG PADANG","Rendah","SK","ABA0001","JALAN KELAB","35000","TAPAH","PERAK","101.255932","4.196633"
"SEKOLAH KEBANGSAAN PENDITA ZA'BA","PPD BATANG PADANG","Rendah","SK","ABA0002","JALAN TAPAH ROAD","35400","TAPAH ROAD","PERAK","101.200617","4.178276"
"SEKOLAH KEBANGSAAN BANIR","PPD BATANG PADANG","Rendah","SK","ABA0003","BANIR","35400","TAPAH ROAD","PERAK","101.181893","4.204361"
"SEKOLAH KEBANGSAAN TEMOH","PPD BATANG PADANG","Rendah","SK","ABA0004","KAMPUNG TEMOH STESEN","35350","TEMOH","PERAK","101.172819","4.235841"
"SEKOLAH KEBANGSAAN CHENDERIANG","PPD BATANG PADANG","Rendah","SK","ABA0005","JALAN CHENDERIANG","35300","CHENDERIANG","PERAK","101.240556","4.267980"
"SEKOLAH KEBANGSAAN BIDOR","PPD BATANG PADANG","Rendah","SK","ABA0006","JALAN SUNGKAI","35500","BIDOR","PERAK","101.288553","4.107830"
"SEKOLAH KEBANGSAAN KAMPONG POH","PPD BATANG PADANG","Rendah","SK","ABA0007","KAMPONG POH","35500","BIDOR","PERAK","101.333928","4.087714"
"SEKOLAH KEBANGSAAN BATU TIGA","PPD BATANG PADANG","Rendah","SK","ABA0008","KAMPUNG BATU TIGA","35350","TEMOH","PERAK","101.227594","4.225045"
"SEKOLAH KEBANGSAAN BATU MELINTANG","PPD BATANG PADANG","Rendah","SK","ABA0009","KAMPUNG BATU MELINTANG","35000","TAPAH","PERAK","101.284999","4.199232"
"SEKOLAH KEBANGSAAN HAJI HASAN","PPD BATANG PADANG","Rendah","SK","ABA0010","CHANGKAT PETAI","35400","TAPAH ROAD","PERAK","101.151000","4.126494"
"SEKOLAH KEBANGSAAN SRI KINJANG","PPD BATANG PADANG","Rendah","SK","ABA0011","CHENDERIANG","35300","CHENDERIANG","PERAK","101.246669","4.298925"
"SEKOLAH KEBANGSAAN KAMPONG PAHANG","PPD BATANG PADANG","Rendah","SK","ABA0012","JALAN PAHANG","35000","TAPAH","PERAK","101.290635","4.224792"
"SEKOLAH KEBANGSAAN BATU TUJUH","PPD BATANG PADANG","Rendah","SK","ABA0013","JALAN PAHANG","35000","TAPAH","PERAK","101.318631","4.250268"
"SEKOLAH KEBANGSAAN JERAM MENGKUANG","PPD BATANG PADANG","Rendah","SK","ABA0014","BATU 5, JERAM MENGKUANG","35500","BIDOR","PERAK","101.241413","4.067268"
"SEKOLAH KEBANGSAAN SUNGAI LESONG","PPD BATANG PADANG","Rendah","SK","ABA0015","KG SUNGAI LESONG","31950","MAMBANG DI AWAN","PERAK","101.145479","4.231541"
"SEKOLAH KEBANGSAAN AYER KUNING","PPD BATANG PADANG","Rendah","SK","ABA0016","AIR KUNING KAMPAR","31920","KAMPAR","PERAK","101.143561","4.194635"
"SEKOLAH KEBANGSAAN BATU MASJID","PPD BATANG PADANG","Rendah","SK","ABA0017","KAMPONG BATU MASJID","35350","TEMOH","PERAK","101.200528","4.226201"
"SEKOLAH KEBANGSAAN SUNGKAI","PPD BATANG PADANG","Rendah","SK","ABA0018","SUNGKAI","35600","SUNGKAI","PERAK","101.309711","3.995430"
"SEKOLAH KEBANGSAAN PERLOK","PPD BATANG PADANG","Rendah","SK","ABA0019","JALAN MENDERANG","35600","SUNGKAI","PERAK","101.342328","4.010142"
"SEKOLAH KEBANGSAAN BIKAM","PPD BATANG PADANG","Rendah","SK","ABA0020","KAMPUNG BIKAM","35600","SUNGKAI","PERAK","101.297428","4.044575"
"SEKOLAH KEBANGSAAN CHANGKAT SULAIMAN","PPD BATANG PADANG","Rendah","SK","ABA0024","KG.CHANGKAT SULAIMAN","35600","SUNGKAI","PERAK","101.295589","3.971203"
"SEKOLAH KEBANGSAAN FELDA SUNGAI KELAH","PPD BATANG PADANG","Rendah","SK","ABA0031","FELDA SUNGAI KELAH","35600","SUNGKAI","PERAK","101.369826","3.989146"
"SEKOLAH KEBANGSAAN BATU 14","PPD BATANG PADANG","Rendah","SK","ABA0034","JALAN PAHANG","35000","TAPAH","PERAK","101.327080","4.322859"
"SEKOLAH KEBANGSAAN BESOUT 3","PPD BATANG PADANG","Rendah","SK","ABA0035","FELDA GUNUNG BESOUT 3","35600","SUNGKAI","PERAK","101.300399","3.843797"
"SEKOLAH KEBANGSAAN TROLAK UTARA","PPD BATANG PADANG","Rendah","SK","ABA0110","FELDA TROLAK UTARA","35600","SUNGKAI","PERAK","101.358578","3.950507"
"SEKOLAH KEBANGSAAN TROLAK SELATAN","PPD BATANG PADANG","Rendah","SK","ABA0118","FELDA TROLAK SELATAN","35600","SUNGKAI","PERAK","101.386788","3.919545"
"SEKOLAH KEBANGSAAN SERI BESOUT","PPD BATANG PADANG","Rendah","SK","ABA0120","FELDA GUNUNG BESOUT 01","35600","SUNGKAI","PERAK","101.286544","3.847763"
"SEKOLAH KEBANGSAAN POS GEDONG","PPD BATANG PADANG","Rendah","SK","ABA0125","PETI SURAT 20","35500","BIDOR","PERAK","101.376862","4.170615"
"SEKOLAH KEBANGSAAN KAMPUNG SENTA","PPD BATANG PADANG","Rendah","SK","ABA0126","PETI SURAT 20","35500","BIDOR","PERAK","101.330783","4.153609"
"SEKOLAH KEBANGSAAN POS MUSUH LZ","PPD BATANG PADANG","Rendah","SK","ABA0127","PETI SURAT 51","35000","TAPAH","PERAK","101.335809","4.262299"
"SEKOLAH KEBANGSAAN JERNANG","PPD BATANG PADANG","Rendah","SK","ABA0128","P/SURAT 14, PEJABAT POS SUNGKAI","35600","SUNGKAI","PERAK","101.419363","4.051292"
"SEKOLAH KEBANGSAAN TAPAH","PPD BATANG PADANG","Rendah","SK","ABA0129","JALAN BIDOR LAMA","35000","TAPAH","PERAK","101.267980","4.181660"
"SEKOLAH KEBANGSAAN BIDOR 2","PPD BATANG PADANG","Rendah","SK","ABA0130","JALAN TELUK INTAN","35500","BIDOR","PERAK","101.276955","4.117048"
"SEKOLAH KEBANGSAAN DENDANG","PPD MANJUNG","Rendah","SK","ABA1001","KAMPUNG DENDANG","32700","BERUAS","PERAK","100.815458","4.502662"
"SEKOLAH KEBANGSAAN BERUAS","PPD MANJUNG","Rendah","SK","ABA1002","JALAN PARIT","32700","BERUAS","PERAK","100.786063","4.498995"
"SEKOLAH KEBANGSAAN KAMPUNG KOTA","PPD MANJUNG","Rendah","SK","ABA1003","JALAN SITIAWAN","32700","BERUAS","PERAK","100.784488","4.479139"
"SEKOLAH KEBANGSAAN GELONG GAJAH","PPD MANJUNG","Rendah","SK","ABA1004","KAMPUNG  KEDAH","32700","BERUAS","PERAK","100.778416","4.411289"
"SEKOLAH KEBANGSAAN CHANGKAT CHERMIN","PPD MANJUNG","Rendah","SK","ABA1005","CHANGKAT CHERMIN","32400","AYER TAWAR","PERAK","100.817463","4.348482"
"SEKOLAH KEBANGSAAN AYER TAWAR","PPD MANJUNG","Rendah","SK","ABA1006","JALAN AYER TAWAR PANTAI REMIS","32400","AYER TAWAR","PERAK","100.773077","4.322562"
"SEKOLAH KEBANGSAAN PANCHOR","PPD MANJUNG","Rendah","SK","ABA1007","JALAN PANTAI REMIS TAIPING","34900","PANTAI REMIS","PERAK","100.650830","4.519050"
"SEKOLAH KEBANGSAAN PENGKALAN BAHARU","PPD MANJUNG","Rendah","SK","ABA1008","PENGKALAN BAHARU","34900","PANTAI REMIS","PERAK","100.634395","4.478546"
"SEKOLAH KEBANGSAAN SUNGAI BATU","PPD MANJUNG","Rendah","SK","ABA1009","KAMPUNG SUNGAI BATU","34900","PANTAI REMIS","PERAK","100.625400","4.434293"
"SEKOLAH KEBANGSAAN LADANG HUNTLY","PPD MANJUNG","Rendah","SK","ABA1010","LADANG HUNTLY","32500","CHANGKAT KERUING","PERAK","100.694622","4.415320"
"SEKOLAH KEBANGSAAN SEGARI","PPD MANJUNG","Rendah","SK","ABA1011","JALAN PANTAI REMIS DAMAR LAUT","32200","LUMUT","PERAK","100.625364","4.350093"
"SEKOLAH KEBANGSAAN NAKHODA MUHAMMAD TAIB","PPD MANJUNG","Rendah","SK","ABA1012","BATU 3 SEGARI","32200","LUMUT","PERAK","100.624957","4.278504"
"SEKOLAH KEBANGSAAN SUNGAI RAMAI","PPD MANJUNG","Rendah","SK","ABA1013","KG. SUNGAI RAMAI","32400","AYER TAWAR","PERAK","100.744207","4.298834"
"SEKOLAH KEBANGSAAN SUNGAI WANGI","PPD MANJUNG","Rendah","SK","ABA1014","JALAN BRUAS","32400","AYER TAWAR","PERAK","100.727487","4.260680"
"SEKOLAH KEBANGSAAN SERI SELAMAT","PPD MANJUNG","Rendah","SK","ABA1015","LORONG SELAMAT","32000","SITIAWAN","PERAK","100.700283","4.213717"
"SEKOLAH KEBANGSAAN SITIAWAN","PPD MANJUNG","Rendah","SK","ABA1016","KAMPONG SITIAWAN","32000","SITIAWAN","PERAK","100.689955","4.237377"
"SEKOLAH KEBANGSAAN LEKIR","PPD MANJUNG","Rendah","SK","ABA1017","BATU 8","32020","SITIAWAN","PERAK","100.721142","4.147191"
"SEKOLAH KEBANGSAAN MUHAMMAD SAMAN","PPD MANJUNG","Rendah","SK","ABA1018","PASIR PANJANG LAUT","32040","SERI MANJUNG","PERAK","100.689698","4.169197"
"SEKOLAH KEBANGSAAN BATU SEPULUH","PPD MANJUNG","Rendah","SK","ABA1019","LEKIR","32020","SITIAWAN","PERAK","100.717833","4.153824"
"SEKOLAH KEBANGSAAN SUNGAI TIRAM","PPD MANJUNG","Rendah","SK","ABA1020","SUNGAI TIRAM","32020","SITIAWAN","PERAK","100.766020","4.107630"
"SEKOLAH KEBANGSAAN DATO' ISHAK","PPD MANJUNG","Rendah","SK","ABA1021","KAMPUNG PADANG TEMBAK, TELUK MUROK","32200","LUMUT","PERAK","100.620306","4.208738"
"SEKOLAH KEBANGSAAN LUMUT","PPD MANJUNG","Rendah","SK","ABA1022","JLN ISKANDAR SHAH","32200","LUMUT","PERAK","100.627343","4.230752"
"SEKOLAH KEBANGSAAN SERI PANGKOR","PPD MANJUNG","Rendah","SK","ABA1023","JALAN PASIR BOGAK","32300","PANGKOR","PERAK","100.572868","4.211426"
"SEKOLAH KEBANGSAAN TELAGA NENAS","PPD MANJUNG","Rendah","SK","ABA1024","KG TELAGA NANAS","32400","AYER TAWAR","PERAK","100.666293","4.324030"
"SEKOLAH KEBANGSAAN KAMPUNG BAHARU","PPD MANJUNG","Rendah","SK","ABA1025","KAMPONG BAHARU (L)","32400","AYER TAWAR","PERAK","100.670764","4.293653"
"SEKOLAH KEBANGSAAN KAYAN","PPD MANJUNG","Rendah","SK","ABA1026","JALAN TELUK INTAN - SITIAWAN","32030","SITIAWAN","PERAK","100.797930","4.045690"
"SEKOLAH KEBANGSAAN PANGKALAN TLDM","PPD MANJUNG","Rendah","SK","ABA1027","PANGKALAN TLDM","32100","LUMUT","PERAK","100.617393","4.214277"
"SEKOLAH KEBANGSAAN SERI MANJUNG","PPD MANJUNG","Rendah","SK","ABA1028","BANDAR BARU SERI MANJUNG","32040","SERI MANJUNG","PERAK","100.662883","4.188247"
"SEKOLAH KEBANGSAAN PANTAI REMIS","PPD MANJUNG","Rendah","SK","ABA1029","JALAN RUMAH MURAH","34900","PANTAI REMIS","PERAK","100.631694","4.450635"
"SEKOLAH KEBANGSAAN GUGUSAN LEKIR","PPD MANJUNG","Rendah","SK","ABA1030","D/A FELCRA GUGUSAN LEKIR","32000","SITIAWAN","PERAK","100.756213","4.196446"
"SEKOLAH KEBANGSAAN PANGKALAN TLDM II","PPD MANJUNG","Rendah","SK","ABA1031","PANGKALAN TLDM","32100","LUMUT","PERAK","100.619134","4.215815"
"SEKOLAH KEBANGSAAN KPG. DATO' SERI KAMARUDDIN","PPD MANJUNG","Rendah","SK","ABA1032","KPG DATO' SERI KAMARUDDIN","32040","SERI MANJUNG","PERAK","100.649916","4.182197"
"SEKOLAH KEBANGSAAN SERI SITIAWAN","PPD MANJUNG","Rendah","SK","ABA1033","MANJUNG RAYA","32040","SERI MANJUNG","PERAK","100.657046","4.208274"
"SEKOLAH KEBANGSAAN SERI BAYU","PPD MANJUNG","Rendah","SK","ABA1034","PETI SURAT 26 KOMPLEKS SEKOLAH WAWASAN MANJUNG","32040","SERI MANJUNG","PERAK","100.652998","4.199762"
"SEKOLAH KEBANGSAAN SERI SAMUDERA","PPD MANJUNG","Rendah","SK","ABA1035","MANJUNG RAYA","32040","SERI MANJUNG","PERAK","100.661125","4.208151"
"SEKOLAH KEBANGSAAN SUNGAI RAYA","PPD KINTA UTARA","Rendah","SK","ABA2001","JLN. RAJA DR. NAZRIN SHAH, KAMPONG KEPAYANG","31300","KG. KEPAYANG","PERAK","101.133584","4.519881"
"SEKOLAH KEBANGSAAN SUNGAI RAPAT","PPD KINTA UTARA","Rendah","SK","ABA2002","JALAN RAJA ABDULLAH","31350","IPOH","PERAK","101.108199","4.573474"
"SEKOLAH KEBANGSAAN SUNGAI ROKAM","PPD KINTA UTARA","Rendah","SK","ABA2003","JALAN KENANGA","31350","IPOH","PERAK","101.114984","4.577717"
"SEKOLAH KEBANGSAAN TAMBUN","PPD KINTA UTARA","Rendah","SK","ABA2004","JALAN AMPANG","31400","IPOH","PERAK","101.140922","4.608050"
"SEKOLAH KEBANGSAAN TANJONG RAMBUTAN","PPD KINTA UTARA","Rendah","SK","ABA2005","JALAN STESEN","31250","TANJONG RAMBUTAN","PERAK","101.155619","4.666796"
"SEKOLAH KEBANGSAAN TASEK","PPD KINTA UTARA","Rendah","SK","ABA2006","JALAN SULTAN AZLAN SHAH UTARA","31400","IPOH","PERAK","101.114302","4.638456"
"SEKOLAH KEBANGSAAN CHEPOR","PPD KINTA UTARA","Rendah","SK","ABA2007","JALAN JELAPANG","31200","CHEMOR","PERAK","101.086318","4.683860"
"SEKOLAH KEBANGSAAN HAJI MAHMUD","PPD KINTA UTARA","Rendah","SK","ABA2008","JALAN SEKOLAH","31200","CHEMOR","PERAK","101.120205","4.720518"
"SEKOLAH KEBANGSAAN SYED IDRUS","PPD KINTA UTARA","Rendah","SK","ABA2009","KUANG","31200","CHEMOR","PERAK","101.140567","4.769493"
"SEKOLAH KEBANGSAAN DATO' PANGLIMA KINTA","PPD KINTA UTARA","Rendah","SK","ABA2010","JALAN TUN PERAK","30200","IPOH","PERAK","101.069669","4.591497"
"SEKOLAH KEBANGSAAN JALAN PANGLIMA BUKIT GANTANG","PPD KINTA UTARA","Rendah","SK","ABA2011","JALAN PANGLIMA BUKIT GANTANG WAHAB","30000","IPOH","PERAK","101.079627","4.607156"
"SEKOLAH KEBANGSAAN SERI KEPAYANG","PPD KINTA UTARA","Rendah","SK","ABA2012","FAIR PARK","31400","IPOH","PERAK","101.096464","4.606496"
"SEKOLAH KEBANGSAAN KAMPUNG PASIR PUTEH","PPD KINTA UTARA","Rendah","SK","ABA2014","TAMAN SHATIN","31650","IPOH","PERAK","101.074761","4.562290"
"SEKOLAH KEBANGSAAN KUALA PARI","PPD KINTA UTARA","Rendah","SK","ABA2015","JALAN TOH PUAN RAHMAH","31450","MENGLEMBU","PERAK","101.067813","4.578535"
"SEKOLAH KEBANGSAAN PENGKALAN PEGOH","PPD KINTA UTARA","Rendah","SK","ABA2016","JALAN SIMPANG PULAI, KG. PENGKALAN PEGOH","31500","LAHAT","PERAK","101.069631","4.531342"
"SEKOLAH KEBANGSAAN PENGKALAN BAHARU","PPD KINTA SELATAN","Rendah","SK","ABA2017","JALAN GOPENG, KG. KEPAYANG","31300","KG. KEPAYANG","PERAK","101.119000","4.492806"
"SEKOLAH KEBANGSAAN TOH INDERA WANGSA AHMAD","PPD KINTA SELATAN","Rendah","SK","ABA2030","JALAN SULAIMAN","31000","BATU GAJAH","PERAK","101.040258","4.471507"
"SEKOLAH KEBANGSAAN SIPUTEH","PPD KINTA SELATAN","Rendah","SK","ABA2031","SIPUTEH","31560","SIPUTEH","PERAK","100.997639","4.467954"
"SEKOLAH KEBANGSAAN TRONOH","PPD KINTA SELATAN","Rendah","SK","ABA2032","JALAN BOTA LAMA","31750","TRONOH","PERAK","100.986224","4.418751"
"SEKOLAH KEBANGSAAN KG. SERI RAHMAT","PPD KINTA SELATAN","Rendah","SK","ABA2033","JALAN CHANGKAT LARANG","31500","LAHAT","PERAK","101.077179","4.502070"
"SEKOLAH KEBANGSAAN TANJUNG TUALANG","PPD KINTA SELATAN","Rendah","SK","ABA2034","BATU 7","31000","BATU GAJAH","PERAK","101.061239","4.368111"
"SEKOLAH KEBANGSAAN AYER PAPAN","PPD KINTA SELATAN","Rendah","SK","ABA2035","KAMPUNG AYER PAPAN","31800","TANJONG TUALANG","PERAK","101.053742","4.311469"
"SEKOLAH KEBANGSAAN CHANGKAT TIN","PPD KINTA SELATAN","Rendah","SK","ABA2036","CHANGKAT TIN","31800","TANJUNG TUALANG","PERAK","101.052636","4.278091"
"SEKOLAH KEBANGSAAN BAKAP","PPD KINTA SELATAN","Rendah","SK","ABA2038","JALAN TG. TUALANG","31000","BATU GAJAH","PERAK","101.044991","4.444662"
"SEKOLAH KEBANGSAAN PASUKAN POLIS HUTAN","PPD KINTA UTARA","Rendah","SK","ABA2039","JALAN PASUKAN POLIS HUTAN","31150","ULU KINTA","PERAK","101.171271","4.655241"
"SEKOLAH KEBANGSAAN AYER DENAK","PPD KINTA SELATAN","Rendah","SK","ABA2040","TRONOH","31750","TRONOH","PERAK","101.013205","4.350163"
"SEKOLAH KEBANGSAAN MANJOI (SATU)","PPD KINTA UTARA","Rendah","SK","ABA2041","JALAN  MASJID, KG. MANJOI","30020","IPOH","PERAK","101.071705","4.618595"
"SEKOLAH KEBANGSAAN GURU KALGIDHAR","PPD KINTA UTARA","Rendah","SK","ABA2042","JALAN GUNTONG, BUNTONG","30100","IPOH","PERAK","101.064374","4.592886"
"SEKOLAH KEBANGSAAN MANJOI (DUA)","PPD KINTA UTARA","Rendah","SK","ABA2043","JALAN MASJID KG. MANJOI","30020","IPOH","PERAK","101.072073","4.618859"
"SEKOLAH KEBANGSAAN PENDIDIKAN KHAS IPOH","PPD KINTA UTARA","Rendah","SK KHAS","ABA2044","JALAN KUALA KANGSAR, ANJUNG TAWAS","31200","CHEMOR","PERAK","101.106157","4.655195"
"SEKOLAH KEBANGSAAN JELAPANG","PPD KINTA UTARA","Rendah","SK","ABA2045","TAMAN MERU","30020","IPOH","PERAK","101.068498","4.650460"
"SEKOLAH KEBANGSAAN DATO' AHMAD SAID TAMBAHAN","PPD KINTA UTARA","Rendah","SK","ABA2046","LEBUH RAJAWALI","30020","IPOH","PERAK","101.067524","4.627209"
"SEKOLAH KEBANGSAAN POS RAYA","PPD KINTA UTARA","Rendah","SK","ABA2047","JALAN CAMERON HIGHLANDS","31300","KG KEPAYANG","PERAK","101.254020","4.574771"
"SEKOLAH KEBANGSAAN SERI TANJUNG","PPD KINTA UTARA","Rendah","SK","ABA2049","TANJUNG RAMBUTAN","31250","TANJONG RAMBUTAN","PERAK","101.194428","4.693184"
"SEKOLAH KEBANGSAAN SERI AMPANG","PPD KINTA UTARA","Rendah","SK","ABA2050","JLN RAJA MUSA MAHADI","31350","IPOH","PERAK","101.126254","4.584000"
"SEKOLAH KEBANGSAAN JALAN PEGOH","PPD KINTA UTARA","Rendah","SK","ABA2051","LRG. PEGOH 4, TMN. PENGKALAN JAYA","31650","IPOH","PERAK","101.080888","4.554196"
"SEKOLAH KEBANGSAAN SERI KELEBANG","PPD KINTA UTARA","Rendah","SK","ABA2052","KG SERI KELEBANG","31200","CHEMOR","PERAK","101.096706","4.656919"
"SEKOLAH KEBANGSAAN PERPADUAN","PPD KINTA UTARA","Rendah","SK","ABA2053","TAMAN PERPADUAN","31150","ULU KINTA","PERAK","101.150659","4.635484"
"SEKOLAH KEBANGSAAN RAJA CHULAN","PPD KINTA UTARA","Rendah","SK","ABA2055","DESA CEMPAKA","31400","IPOH","PERAK","101.129539","4.590531"
"SEKOLAH KEBANGSAAN TAMAN BERSATU","PPD KINTA UTARA","Rendah","SK","ABA2056","SIMPANG PULAI","31300","KG KEPAYANG","PERAK","101.121254","4.535151"
"SEKOLAH KEBANGSAAN PENGKALAN","PPD KINTA UTARA","Rendah","SK","ABA2057","TAMAN PINJI MEWAH","31500","LAHAT","PERAK","101.085825","4.531900"
"SEKOLAH KEBANGSAAN JATI","PPD KINTA UTARA","Rendah","SK","ABA2058","JALAN TAMAN JATI 1, TAMAN JATI, JELAPANG","30020","IPOH","PERAK","101.074223","4.656033"
"SEKOLAH KEBANGSAAN BANDAR BARU PUTERA","PPD KINTA UTARA","Rendah","SK","ABA2059","JALAN BERCHAM","31400","IPOH","PERAK","101.144648","4.662933"
"SEKOLAH KEBANGSAAN SILIBIN","PPD KINTA UTARA","Rendah","SK","ABA2060","PERSIARAN JELAPANG 13,TAMAN SILIBIN","30100","IPOH","PERAK","101.051196","4.618210"
"SEKOLAH KEBANGSAAN TASEK DERMAWAN","PPD KINTA UTARA","Rendah","SK","ABA2061","KAMPUNG TERSUSUN TASEK, BERCHAM","31400","IPOH","PERAK","101.119323","4.639548"
"SEKOLAH KEBANGSAAN SIMPANG PULAI","PPD KINTA UTARA","Rendah","SK","ABA2062","JALAN BESAR KG MERAWAN INDAH","31300","KG KEPAYANG","PERAK","101.119495","4.519763"
"SEKOLAH KEBANGSAAN RAPAT JAYA","PPD KINTA UTARA","Rendah","SK","ABA2063","KG. RAPAT JAYA TAMBAHAN","31350","IPOH","PERAK","101.090724","4.550161"
"SEKOLAH KEBANGSAAN PINJI","PPD KINTA UTARA","Rendah","SK","ABA2064","PERSIARAN BUNGA RAYA","31650","IPOH","PERAK","101.081198","4.565476"
"SEKOLAH KEBANGSAAN JELAPANG JAYA","PPD KINTA UTARA","Rendah","SK","ABA2065","LALUAN KERANJI 5, KG DATO' AHMAD SAID TAMBAHAN 3","30020","IPOH","PERAK","101.075136","4.634638"
"SEKOLAH KEBANGSAAN BUNTONG","PPD KINTA UTARA","Rendah","SK","ABA2066","PERSIARAN DESA RISHAH (S) 1/1B","30100","IPOH","PERAK","101.046632","4.586980"
"SEKOLAH KEBANGSAAN SERI JAYA","PPD KINTA SELATAN","Rendah","SK","ABA2067","KAMPONG SERI JAYA, JALAN CHANGKAT LARANG","31000","BATU GAJAH","PERAK","101.064665","4.478902"
"SEKOLAH KEBANGSAAN RAPAT SETIA","PPD KINTA UTARA","Rendah","SK","ABA2068","JALAN TENAGA","31350","IPOH","PERAK","101.125696","4.567579"
"SEKOLAH KEBANGSAAN WIRA JAYA","PPD KINTA UTARA","Rendah","SK","ABA2069","HALAMAN AMPANG","31350","IPOH","PERAK","101.137528","4.585242"
"SEKOLAH KEBANGSAAN SERI MUTIARA","PPD KINTA UTARA","Rendah","SK","ABA2070","JALAN TUNKU ABDUL RAHMAN","30010","IPOH","PERAK","101.082663","4.632303"
"SEKOLAH KEBANGSAAN TASIK DAMAI","PPD KINTA UTARA","Rendah","SK","ABA2071","JALAN TAWAS BARU UTARA","30010","IPOH","PERAK","101.103025","4.656515"
"SEKOLAH KEBANGSAAN PAKATAN JAYA","PPD KINTA UTARA","Rendah","SK","ABA2072","TAMAN PAKATAN JAYA","31150","ULU KINTA","PERAK","101.144456","4.639265"
"SEKOLAH KEBANGSAAN KELEBANG JAYA","PPD KINTA UTARA","Rendah","SK","ABA2073","PLOT 2597","31200","CHEMOR","PERAK","101.107051","4.688368"
"SEKOLAH KEBANGSAAN TANAH HITAM","PPD KINTA UTARA","Rendah","SK","ABA2074","JALAN ULU KUANG","31200","CHEMOR","PERAK","101.149156","4.742995"
"SEKOLAH KEBANGSAAN MERU RAYA","PPD KINTA UTARA","Rendah","SK","ABA2075","LEBUH MERU RAYA","30020","IPOH","PERAK","101.089645","4.670887"
"SEKOLAH KEBANGSAAN ALOR PONGSU","PPD KRIAN","Rendah","SK","ABA3001","JALAN SELAMA ALOR PONGSU","34300","BAGAN SERAI","PERAK","100.592358","5.056040"
"SEKOLAH KEBANGSAAN BAGAN SERAI","PPD KRIAN","Rendah","SK","ABA3002","LORONG SEKOLAH","34300","BAGAN SERAI","PERAK","100.537224","5.011188"
"SEKOLAH KEBANGSAAN BUKIT MERAH","PPD KRIAN","Rendah","SK","ABA3003","PEKAN BUKIT MERAH","34310","BAGAN SERAI","PERAK","100.654248","5.043386"
"SEKOLAH KEBANGSAAN CHANGKAT LOBAK","PPD KRIAN","Rendah","SK","ABA3004","CHANGKAT LOBAK","34310","BAGAN SERAI","PERAK","100.632228","5.128415"
"SEKOLAH KEBANGSAAN DATO' MAS'UD","PPD KRIAN","Rendah","SK","ABA3005","JALAN KAMPUNG KEDAH","34300","BAGAN SERAI","PERAK","100.555583","4.969275"
"SEKOLAH KEBANGSAAN KUALA KURAU","PPD KRIAN","Rendah","SK","ABA3006","JALAN BESAR KUALA KURAU","34350","KUALA KURAU","PERAK","100.433278","5.019701"
"SEKOLAH KEBANGSAAN MATANG GERDU","PPD KRIAN","Rendah","SK","ABA3007","JALAN SIAKAP","34300","BAGAN SERAI","PERAK","100.498869","5.019394"
"SEKOLAH KEBANGSAAN MATANG JELUTONG","PPD KRIAN","Rendah","SK","ABA3008","KG MATANG JELUTONG, JALAN SELAMA","34300","BAGAN SERAI","PERAK","100.562544","5.033053"
"SEKOLAH KEBANGSAAN PARIT HAJI TAIB","PPD KRIAN","Rendah","SK","ABA3009","PARIT HAJI TAIB","34300","BAGAN SERAI","PERAK","100.575384","5.019180"
"SEKOLAH KEBANGSAAN PARIT HAJI AMAN","PPD KRIAN","Rendah","SK","ABA3010","PARIT HAJI AMAN","34300","BAGAN SERAI","PERAK","100.599976","5.016692"
"SEKOLAH KEBANGSAAN SUNGAI BOGAK","PPD KRIAN","Rendah","SK","ABA3011","KAMPUNG SUNGAI BOGAK","34300","BAGAN SERAI","PERAK","100.517552","5.045720"
"SEKOLAH KEBANGSAAN SRI SIAKAP","PPD KRIAN","Rendah","SK","ABA3012","SIMPANG TIGA","34350","KUALA KURAU","PERAK","100.440396","5.030648"
"SEKOLAH KEBANGSAAN TEBUK PANCUR","PPD KRIAN","Rendah","SK","ABA3013","SIMPANG EMPAT","34400","SEMANGGOL","PERAK","100.651499","5.014069"
"SEKOLAH KEBANGSAAN TELUK MEDAN","PPD KRIAN","Rendah","SK","ABA3014","JALAN TAIPING, TELUK MEDAN","34300","BAGAN SERAI","PERAK","100.575866","4.987589"
"SEKOLAH KEBANGSAAN TELOK PIAL","PPD KRIAN","Rendah","SK","ABA3015","TELOK PIAL","34350","KUALA KURAU","PERAK","100.413725","5.040299"
"SEKOLAH KEBANGSAAN JALAN BAHARU","PPD KRIAN","Rendah","SK","ABA3016","JALAN BAHARU","34200","PARIT BUNTAR","PERAK","100.468871","5.060252"
"SEKOLAH KEBANGSAAN HAJI RAMLI","PPD KRIAN","Rendah","SK","ABA3017","KEDAI EMPAT","34250","TANJONG PIANDANG","PERAK","100.435810","5.108284"
"SEKOLAH KEBANGSAAN KAMPONG KEDAH","PPD KRIAN","Rendah","SK","ABA3018","KAMPONG KEDAH","34200","PARIT BUNTAR","PERAK","100.479342","5.116971"
"SEKOLAH KEBANGSAAN SRI KERIAN","PPD KRIAN","Rendah","SK","ABA3019","JALAN RIA","34200","PARIT BUNTAR","PERAK","100.488027","5.127403"
"SEKOLAH KEBANGSAAN PARIT HJ WAHAB","PPD KRIAN","Rendah","SK","ABA3020","TANJONG PIANDANG","34250","TANJONG PIANDANG","PERAK","100.425611","5.088100"
"SEKOLAH KEBANGSAAN PARIT TOK NGAH","PPD KRIAN","Rendah","SK","ABA3021","JALAN BAHARU","34200","PARIT BUNTAR","PERAK","100.457541","5.079830"
